brand,model,year,price,transmission,mileage,fuelType,mpg,engineSize
ford, Fiesta,2018,10600,Manual,27380,Petrol,56.5,1.0
ford, KA,2014,4340,Manual,40770,Petrol,57.7,1.2
ford, Fiesta,2014,6200,Manual,37960,Petrol,54.3,1.2
ford, Fiesta,2017,11110,Manual,24480,Petrol,47.9,1.6
ford, Fiesta,2015,6950,Manual,20060,Petrol,54.3,1.2
ford, Fiesta,2017,11440,Semi-Auto,5890,Petrol,54.3,1.0
ford, Focus,2016,8125,Manual,46480,Petrol,61.4,1.0
ford, Fiesta,2018,9700,Manual,20800,Petrol,58.9,1.0
ford, Fiesta,2018,9700,Manual,25460,Petrol,58.9,1.0
ford, Fiesta,2018,9990,Manual,26610,Petrol,58.9,1.0
ford, Focus,2017,11495,Manual,16700,Petrol,60.1,1.0
ford, Ka+,2017,7595,Manual,9714,Petrol,57.7,1.2
ford, Ka+,2018,6950,Manual,27760,Petrol,57.7,1.2
ford, Focus,2017,9750,Manual,22850,Petrol,61.4,1.0
ford, Fiesta,2016,7300,Manual,15700,Petrol,54.3,1.2
ford, Kuga,2019,19500,Manual,1428,Diesel,54.3,1.5
ford, Fiesta,2018,12000,Semi-Auto,1786,Petrol,50.4,1.0
ford, Grand Tourneo Connect,2017,12750,Manual,14825,Diesel,61.4,1.5
ford, Fiesta,2019,11500,Manual,16302,Diesel,55.4,1.5
ford, Kuga,2018,17500,Manual,12125,Diesel,54.3,1.5
ford, Focus,2017,10500,Manual,21967,Petrol,60.1,1.0
ford, Focus,2017,13500,Semi-Auto,8863,Petrol,51.4,1.0
ford, Fiesta,2018,11500,Manual,13340,Petrol,56.5,1.0
ford, Fiesta,2018,10600,Manual,23050,Petrol,56.5,1.0
ford, Fiesta,2018,10600,Manual,20830,Petrol,56.5,1.0
ford, Fiesta,2018,11200,Manual,16960,Petrol,56.5,1.0
ford, Focus,2018,12550,Manual,28230,Petrol,60.1,1.0
ford, Fiesta,2018,10600,Manual,22200,Petrol,56.5,1.0
ford, Fiesta,2018,11500,Manual,11680,Petrol,56.5,1.0
ford, Fiesta,2018,11500,Manual,13480,Petrol,56.5,1.0
ford, Ka+,2018,8995,Manual,6000,Petrol,47.9,1.2
ford, Fiesta,2017,8730,Manual,18041,Petrol,54.3,1.2
ford, Fiesta,2016,7490,Manual,16826,Petrol,54.3,1.2
ford, Focus,2018,13300,Manual,7871,Petrol,57.7,1.0
ford, S-MAX,2017,20495,Manual,30478,Diesel,56.5,2.0
ford, Fiesta,2019,15995,Manual,4000,Petrol,55.4,1.0
ford, Kuga,2017,13995,Manual,30000,Diesel,60.1,2.0
ford, Focus,2018,11100,Manual,19841,Petrol,60.1,1.0
ford, Kuga,2017,19995,Semi-Auto,24458,Diesel,54.3,2.0
ford, Focus,2016,9280,Semi-Auto,12500,Petrol,51.4,1.0
ford, Kuga,2018,13500,Semi-Auto,49835,Diesel,54.3,2.0
ford, Fiesta,2019,14995,Manual,15,Petrol,58.9,1.0
ford, Focus,2019,14995,Manual,19721,Petrol,60.1,1.0
ford, Fiesta,2018,10600,Manual,21090,Petrol,56.5,1.0
ford, Focus,2014,7495,Manual,25750,Petrol,60.1,1.0
ford, S-MAX,2019,21495,Manual,13000,Diesel,56.5,2.0
ford, Focus,2019,18995,Manual,1800,Petrol,60.1,1.0
ford, EcoSport,2017,8990,Manual,34000,Petrol,52.3,1.0
ford, Fiesta,2017,8990,Manual,5590,Petrol,54.3,1.2
ford, Fiesta,2013,5975,Manual,22230,Petrol,54.3,1.2
ford, Focus,2015,7150,Manual,44670,Petrol,60.1,1.0
ford, Fiesta,2018,11500,Manual,13870,Petrol,56.5,1.0
ford, Edge,2017,19395,Semi-Auto,39000,Diesel,48.7,2.0
ford, B-MAX,2013,5195,Manual,60903,Petrol,55.4,1.0
ford, Fiesta,2019,14595,Manual,3902,Petrol,58.9,1.0
ford, EcoSport,2018,14495,Manual,8750,Petrol,54.3,1.0
ford, Fiesta,2015,5495,Manual,41000,Petrol,54.3,1.2
ford, Fiesta,2017,7750,Manual,19705,Petrol,54.3,1.2
ford, Fiesta,2019,12995,Manual,3238,Petrol,58.9,1.0
ford, Fiesta,2018,12900,Semi-Auto,33399,Petrol,54.3,1.0
ford, EcoSport,2018,14500,Manual,10012,Petrol,54.3,1.0
ford, Focus,2018,10895,Manual,16322,Petrol,60.1,1.0
ford, EcoSport,2018,14485,Manual,16326,Petrol,54.3,1.0
ford, Focus,2019,17995,Manual,14569,Petrol,60.1,1.0
ford, Fiesta,2015,6895,Manual,42433,Petrol,54.3,1.2
ford, Focus,2018,11495,Manual,17468,Petrol,60.1,1.0
ford, Focus,2018,13265,Manual,19550,Petrol,57.7,1.0
ford, Ka+,2018,8695,Manual,7379,Petrol,47.9,1.2
ford, B-MAX,2013,6995,Manual,31472,Petrol,57.7,1.0
ford, Fiesta,2018,11500,Manual,12930,Petrol,56.5,1.0
ford, Fiesta,2018,11420,Manual,20673,Diesel,58.9,1.5
ford, Fiesta,2018,9627,Manual,25940,Petrol,56.5,1.0
ford, Fiesta,2017,7400,Manual,24000,Petrol,54.3,1.2
ford, Edge,2018,22795,Semi-Auto,12815,Diesel,48.7,2.0
ford, Focus,2018,12295,Manual,17139,Petrol,57.7,1.0
ford, Fiesta,2018,11795,Manual,8015,Petrol,56.5,1.0
ford, Focus,2018,13995,Manual,13520,Petrol,57.7,1.0
ford, Focus,2017,8895,Manual,29984,Petrol,61.4,1.0
ford, Fiesta,2016,10795,Semi-Auto,11735,Petrol,57.7,1.0
ford, EcoSport,2018,14500,Manual,9000,Petrol,54.3,1.0
ford, Kuga,2018,16900,Manual,32155,Diesel,60.1,2.0
ford, Focus,2017,12000,Manual,28672,Petrol,60.1,1.0
ford, Focus,2017,13500,Semi-Auto,16856,Petrol,51.4,1.0
ford, Focus,2019,16107,Automatic,2750,Petrol,51.4,1.0
ford, Galaxy,2017,18990,Manual,20540,Diesel,56.5,2.0
ford, Focus,2019,14995,Manual,6623,Petrol,60.1,1.0
ford, Fiesta,2019,15995,Manual,10219,Petrol,55.4,1.0
ford, Focus,2019,16495,Manual,7045,Petrol,60.1,1.0
ford, EcoSport,2018,15500,Manual,4287,Petrol,53.3,1.0
ford, Fiesta,2017,7500,Manual,45162,Petrol,54.3,1.2
ford, Focus,2019,17990,Manual,10318,Petrol,60.1,1.0
ford, Ka+,2017,7200,Manual,20190,Petrol,57.7,1.2
ford, Focus,2017,11817,Semi-Auto,12582,Petrol,51.4,1.0
ford, C-MAX,2016,10328,Semi-Auto,25650,Diesel,58.9,2.0
ford, Kuga,2018,16000,Manual,8483,Diesel,60.1,2.0
ford, Focus,2019,17200,Manual,3608,Petrol,60.1,1.0
ford, B-MAX,2017,9500,Manual,11708,Petrol,57.7,1.0
ford, Puma,2020,24500,Manual,384,Petrol,49.6,1.0
ford, Kuga,2017,14700,Manual,9185,Diesel,60.1,2.0
ford, Ka+,2017,7500,Manual,14272,Petrol,57.7,1.2
ford, Edge,2017,17000,Manual,45386,Diesel,48.7,2.0
ford, EcoSport,2017,8600,Manual,42727,Petrol,52.3,1.0
ford, Fiesta,2019,12500,Manual,6288,Diesel,58.9,1.5
ford, Fiesta,2019,10766,Manual,1458,Petrol,55.4,1.1
ford, Fiesta,2019,12550,Manual,3327,Petrol,56.5,1.0
ford, Fiesta,2019,15000,Manual,6090,Petrol,60.1,1.0
ford, Puma,2019,21200,Manual,10,Petrol,50.4,1.0
ford, Fiesta,2018,12500,Manual,9131,Petrol,58.9,1.0
ford, Focus,2018,13500,Manual,12929,Petrol,51.4,1.5
ford, Focus,2017,11900,Manual,21791,Petrol,60.1,1.0
ford, Focus,2019,19900,Automatic,942,Petrol,51.4,1.0
ford, Fiesta,2018,12450,Manual,17600,Petrol,61.4,1.0
ford, Ka+,2018,7995,Manual,3569,Petrol,57.7,1.2
ford, Fiesta,2016,7511,Manual,21751,Petrol,54.3,1.2
ford, Focus,2019,16230,Manual,4924,Petrol,60.1,1.0
ford, Fiesta,2019,14300,Manual,6240,Petrol,55.4,1.0
ford, Galaxy,2016,19900,Manual,33584,Diesel,56.5,2.0
ford, Fiesta,2016,8000,Manual,11521,Petrol,54.3,1.2
ford, Grand C-MAX,2017,13500,Manual,11286,Petrol,54.3,1.0
ford, B-MAX,2017,9900,Manual,33766,Petrol,56.5,1.0
ford, Focus,2019,18990,Manual,16496,Petrol,51.4,1.5
ford, EcoSport,2018,12900,Manual,7050,Petrol,53.3,1.0
ford, EcoSport,2019,17448,Manual,3260,Petrol,51.4,1.0
ford, Focus,2019,15500,Manual,8580,Petrol,58.9,1.0
ford, Kuga,2017,16250,Manual,20708,Diesel,54.3,2.0
ford, Fiesta,2018,13700,Manual,16079,Petrol,61.4,1.0
ford, EcoSport,2017,12200,Manual,18868,Petrol,52.3,1.0
ford, Focus,2018,13500,Manual,11000,Petrol,57.7,1.0
ford, Fiesta,2018,13000,Semi-Auto,6000,Petrol,54.3,1.0
ford, Focus,2019,17900,Manual,6690,Petrol,51.4,1.5
ford, Focus,2019,17300,Manual,3332,Petrol,60.1,1.0
ford, Focus,2019,18800,Manual,5828,Petrol,60.1,1.0
ford, Kuga,2018,18000,Semi-Auto,7276,Diesel,58.9,1.5
ford, C-MAX,2018,14700,Manual,4811,Petrol,48.7,1.0
ford, Fiesta,2019,15200,Manual,6603,Petrol,58.9,1.0
ford, Focus,2018,12900,Manual,16165,Petrol,57.7,1.0
ford, Focus,2019,19000,Manual,3849,Petrol,51.4,1.5
ford, Kuga,2018,17000,Manual,12100,Diesel,54.3,1.5
ford, Grand C-MAX,2018,12800,Manual,10092,Petrol,47.9,1.0
ford, Fiesta,2018,10000,Manual,7071,Petrol,60.1,1.0
ford, Kuga,2017,15500,Manual,9210,Diesel,60.1,2.0
ford, Focus,2019,18400,Manual,3674,Diesel,57.7,1.5
ford, Fiesta,2013,6127,Manual,26276,Petrol,54.3,1.2
ford, Fiesta,2019,17515,Semi-Auto,3711,Petrol,48.7,1.0
ford, Grand C-MAX,2018,14000,Manual,5113,Petrol,47.9,1.0
ford, Galaxy,2016,20500,Manual,145,Diesel,56.5,2.0
ford, Grand C-MAX,2017,14500,Manual,4040,Petrol,54.3,1.0
ford, Focus,2019,18200,Manual,4101,Petrol,58.9,1.0
ford, Puma,2020,19900,Manual,60,Petrol,51.4,1.0
ford, Focus,2018,12400,Manual,21264,Petrol,57.7,1.0
ford, Focus,2018,14795,Manual,6894,Petrol,58.9,1.0
ford, Ka+,2018,8495,Manual,13561,Petrol,47.9,1.2
ford, EcoSport,2019,16700,Manual,238,Petrol,53.3,1.0
ford, Fiesta,2017,10200,Manual,10343,Petrol,54.3,1.2
ford, Ka+,2018,9000,Manual,17554,Petrol,57.7,1.2
ford, B-MAX,2017,10800,Manual,31017,Petrol,57.7,1.0
ford, EcoSport,2018,14000,Manual,19676,Petrol,54.3,1.0
ford, Focus,2017,11700,Manual,39093,Petrol,51.4,1.5
ford, Kuga,2018,16500,Manual,15910,Diesel,60.1,2.0
ford, EcoSport,2018,14195,Manual,13616,Petrol,54.3,1.0
ford, Focus,2019,19995,Manual,9172,Petrol,60.1,1.0
ford, Focus,2018,10295,Manual,22711,Petrol,61.4,1.0
ford, Focus,2020,22995,Manual,5817,Petrol,60.1,1.0
ford, Fiesta,2020,18995,Manual,1012,Petrol,58.9,1.0
ford, Focus,2018,11995,Manual,10048,Petrol,60.1,1.0
ford, Focus,2020,18900,Manual,10,Petrol,60.1,1.0
ford, Puma,2019,21500,Manual,68,Petrol,50.4,1.0
ford, Kuga,2016,14000,Manual,36825,Diesel,54.3,2.0
ford, Fiesta,2019,16500,Manual,918,Petrol,58.9,1.0
ford, B-MAX,2017,10200,Manual,17363,Petrol,57.7,1.0
ford, S-MAX,2017,17400,Manual,13406,Diesel,56.5,2.0
ford, Focus,2017,11800,Manual,6859,Petrol,60.1,1.0
ford, Focus,2018,13000,Manual,12581,Petrol,51.4,1.5
ford, Kuga,2017,14800,Manual,22992,Diesel,60.1,2.0
ford, B-MAX,2017,11500,Manual,14057,Petrol,55.4,1.0
ford, Focus,2018,10500,Manual,30753,Petrol,60.1,1.0
ford, Fiesta,2019,15000,Manual,12500,Petrol,58.9,1.0
ford, Fiesta,2013,5990,Manual,36690,Petrol,54.3,1.2
ford, Galaxy,2016,18107,Manual,17766,Diesel,56.5,2.0
ford, Kuga,2018,16000,Manual,13898,Diesel,60.1,2.0
ford, Fiesta,2017,9500,Manual,13787,Petrol,54.3,1.2
ford, EcoSport,2018,14000,Manual,4989,Petrol,54.3,1.0
ford, Ka+,2018,9500,Manual,1295,Petrol,48.7,1.2
ford, EcoSport,2017,10800,Manual,17140,Petrol,52.3,1.0
ford, Fiesta,2015,7100,Manual,14318,Petrol,54.3,1.2
ford, Fiesta,2017,7200,Manual,20845,Petrol,54.3,1.2
ford, Focus,2018,13990,Manual,9770,Petrol,58.9,1.0
ford, Fiesta,2018,11200,Manual,17140,Petrol,56.5,1.0
ford, Fiesta,2018,10990,Manual,12670,Petrol,56.5,1.0
ford, Focus,2014,6324,Manual,57170,Petrol,56.5,1.0
ford, EcoSport,2018,15000,Manual,10541,Petrol,54.3,1.0
ford, Fiesta,2014,7350,Semi-Auto,37500,Petrol,57.7,1.0
ford, EcoSport,2016,9500,Manual,16866,Petrol,52.3,1.0
ford, Focus,2017,11400,Manual,15000,Petrol,61.4,1.0
ford, EcoSport,2018,15000,Manual,4777,Petrol,54.3,1.0
ford, EcoSport,2019,13500,Manual,11349,Petrol,53.3,1.0
ford, EcoSport,2018,14200,Manual,21915,Petrol,54.3,1.0
ford, Fiesta,2017,13300,Manual,15067,Petrol,47.9,1.6
ford, Fiesta,2016,9490,Automatic,14000,Petrol,47.9,1.6
ford, Fiesta,2016,10990,Manual,15989,Petrol,47.9,1.6
ford, Kuga,2016,12600,Manual,21866,Diesel,54.3,2.0
ford, Fiesta,2014,6100,Manual,49620,Petrol,54.3,1.2
ford, Fiesta,2015,8000,Manual,24678,Petrol,54.3,1.2
ford, Fiesta,2019,17000,Manual,796,Petrol,58.9,1.0
ford, EcoSport,2018,14990,Manual,2605,Petrol,53.3,1.0
ford, Fiesta,2013,6361,Semi-Auto,53141,Petrol,47.9,1.6
ford, Fiesta,2014,7500,Semi-Auto,25211,Petrol,57.7,1.0
ford, Edge,2017,19500,Manual,23577,Diesel,48.7,2.0
ford, Fiesta,2019,14700,Manual,2162,Petrol,56.5,1.0
ford, Fiesta,2013,5850,Manual,48622,Petrol,54.3,1.2
ford, EcoSport,2019,14800,Manual,3631,Petrol,54.3,1.0
ford, C-MAX,2014,9000,Manual,41261,Diesel,55.4,2.0
ford, Fiesta,2018,11500,Manual,7225,Petrol,58.9,1.0
ford, C-MAX,2017,11250,Manual,12753,Petrol,55.4,1.0
ford, Fiesta,2019,13500,Manual,14839,Petrol,58.9,1.0
ford, Ka+,2017,9000,Manual,25051,Petrol,57.7,1.2
ford, EcoSport,2018,14000,Manual,26372,Petrol,54.3,1.0
ford, EcoSport,2019,15750,Manual,14238,Petrol,53.3,1.0
ford, Kuga,2019,19750,Manual,13695,Diesel,47.9,2.0
ford, EcoSport,2018,15000,Manual,18534,Petrol,54.3,1.0
ford, EcoSport,2018,15200,Manual,9247,Petrol,54.3,1.0
ford, Kuga,2017,16250,Manual,13193,Diesel,60.1,2.0
ford, Fiesta,2018,11000,Manual,10577,Petrol,58.9,1.0
ford, EcoSport,2018,14600,Manual,14730,Petrol,54.3,1.0
ford, Focus,2017,11295,Manual,5063,Petrol,61.4,1.0
ford, Grand C-MAX,2017,11000,Manual,45435,Petrol,54.3,1.0
ford, Fiesta,2017,12500,Manual,33830,Petrol,47.9,1.6
ford, Fiesta,2020,17000,Manual,627,Petrol,54.3,1.0
ford, B-MAX,2015,8500,Manual,27501,Petrol,57.7,1.0
ford, EcoSport,2016,10000,Manual,16602,Petrol,52.3,1.0
ford, Galaxy,2017,18200,Semi-Auto,46761,Diesel,52.3,2.0
ford, Focus,2014,6770,Manual,60852,Petrol,56.5,1.0
ford, Focus,2018,12350,Semi-Auto,5315,Petrol,51.4,1.0
ford, Ka+,2019,9490,Manual,2000,Petrol,48.7,1.2
ford, Fiesta,2016,9990,Manual,53000,Petrol,47.9,1.6
ford, C-MAX,2018,12890,Manual,12100,Diesel,58.9,1.5
ford, Kuga,2015,13890,Manual,30500,Diesel,54.3,2.0
ford, EcoSport,2018,12129,Manual,25552,Petrol,54.3,1.0
ford, Kuga,2018,18400,Manual,11500,Diesel,54.3,1.5
ford, Fiesta,2019,13900,Manual,11805,Petrol,55.4,1.0
ford, S-MAX,2019,23400,Manual,14082,Diesel,54.3,2.0
ford, Edge,2017,20700,Manual,20306,Diesel,47.9,2.0
ford, Focus,2019,17490,Manual,12300,Petrol,60.1,1.0
ford, EcoSport,2019,14490,Manual,6000,Petrol,53.3,1.0
ford, EcoSport,2020,17390,Manual,650,Petrol,53.3,1.0
ford, Ka+,2017,7190,Manual,15650,Petrol,57.7,1.2
ford, Focus,2019,19490,Manual,500,Petrol,47.9,1.0
ford, EcoSport,2016,9189,Manual,17643,Petrol,52.3,1.0
ford, Focus,2018,15789,Manual,8459,Petrol,51.4,1.5
ford, Focus,2018,15789,Manual,8459,Petrol,51.4,1.5
ford, Focus,2016,9489,Manual,16160,Petrol,60.1,1.0
ford, Kuga,2017,15265,Manual,19333,Diesel,54.3,2.0
ford, Kuga,2017,15265,Manual,19333,Diesel,54.3,2.0
ford, Kuga,2015,13695,Manual,30466,Diesel,54.3,2.0
ford, Fiesta,2018,10700,Manual,8015,Petrol,55.4,1.1
ford, Fiesta,2019,13450,Manual,9223,Petrol,58.9,1.0
ford, S-MAX,2017,16200,Semi-Auto,54371,Diesel,52.3,2.0
ford, Focus,2019,17000,Manual,6337,Petrol,58.9,1.0
ford, EcoSport,2019,18990,Semi-Auto,1592,Petrol,48.7,1.0
ford, Fiesta,2017,8495,Manual,23985,Petrol,54.3,1.2
ford, EcoSport,2018,13995,Manual,12830,Petrol,54.3,1.0
ford, Fiesta,2019,17995,Manual,2744,Petrol,60.1,1.0
ford, Focus,2018,11995,Manual,16246,Petrol,61.4,1.0
ford, Fiesta,2013,7495,Semi-Auto,38000,Petrol,47.9,1.6
ford, Fiesta,2018,12495,Manual,22980,Petrol,58.9,1.0
ford, Kuga,2018,17995,Manual,12660,Diesel,54.3,1.5
ford, EcoSport,2017,10495,Manual,29750,Petrol,52.3,1.0
ford, Kuga,2017,15995,Manual,11156,Diesel,54.3,2.0
ford, Focus,2017,11495,Manual,13459,Petrol,60.1,1.0
ford, Edge,2017,19650,Manual,27096,Diesel,48.7,2.0
ford, Ka+,2017,8300,Manual,15629,Petrol,57.7,1.2
ford, EcoSport,2019,17500,Manual,5294,Petrol,51.4,1.0
ford, Fiesta,2017,9350,Manual,22471,Petrol,54.3,1.2
ford, EcoSport,2019,16500,Manual,4811,Petrol,51.4,1.0
ford, Focus,2017,11700,Manual,18479,Petrol,60.1,1.0
ford, EcoSport,2017,11995,Manual,12266,Petrol,52.3,1.0
ford, Focus,2017,11495,Manual,20958,Petrol,60.1,1.0
ford, Focus,2018,16495,Manual,24344,Petrol,60.1,1.0
ford, Fiesta,2016,7000,Manual,58500,Petrol,54.3,1.2
ford, B-MAX,2013,6272,Manual,54321,Petrol,57.7,1.0
ford, EcoSport,2017,10450,Manual,9335,Petrol,52.3,1.0
ford, Fiesta,2019,13000,Manual,8307,Petrol,58.9,1.0
ford, Fiesta,2019,15000,Manual,7315,Petrol,55.4,1.0
ford, Fiesta,2017,8295,Manual,21783,Petrol,54.3,1.2
ford, Focus,2017,9995,Manual,14716,Petrol,61.4,1.0
ford, Focus,2019,17995,Manual,5668,Petrol,58.9,1.0
ford, Focus,2018,12995,Manual,14233,Petrol,57.7,1.0
ford, Puma,2020,21495,Manual,1543,Petrol,50.4,1.0
ford, Fiesta,2020,19995,Manual,1732,Petrol,55.4,1.0
ford, Focus,2020,19995,Manual,130,Petrol,58.9,1.0
ford, Focus,2018,12020,Manual,10020,Petrol,60.1,1.0
ford, Kuga,2015,11495,Manual,67709,Diesel,54.3,2.0
ford, Focus,2017,12795,Semi-Auto,10106,Petrol,51.4,1.0
ford, Focus,2016,9495,Manual,9750,Petrol,60.1,1.0
ford, Edge,2017,19695,Semi-Auto,42100,Diesel,47.9,2.0
ford, Galaxy,2017,18490,Manual,34206,Diesel,56.5,2.0
ford, Grand C-MAX,2017,11400,Manual,22648,Petrol,54.3,1.0
ford, Focus,2017,10000,Manual,17753,Petrol,60.1,1.0
ford, Kuga,2017,16400,Manual,18487,Diesel,60.1,2.0
ford, B-MAX,2017,9500,Manual,29679,Petrol,55.4,1.0
ford, Focus,2017,10340,Manual,31767,Petrol,60.1,1.0
ford, Focus,2017,10975,Manual,24035,Petrol,60.1,1.0
ford, Puma,2020,22975,Manual,3000,Petrol,50.4,1.0
ford, Fiesta,2019,11975,Manual,6752,Petrol,55.4,1.1
ford, Kuga,2017,17475,Manual,33800,Diesel,54.3,2.0
ford, Focus,2019,18975,Manual,6200,Petrol,49.6,1.0
ford, Fiesta,2016,9475,Semi-Auto,20761,Petrol,57.7,1.0
ford, Kuga,2017,15590,Semi-Auto,17776,Diesel,58.9,1.5
ford, Ka+,2018,7695,Manual,30495,Petrol,57.7,1.2
ford, Focus,2018,12695,Manual,10908,Petrol,60.1,1.0
ford, Fiesta,2017,10750,Semi-Auto,42340,Petrol,54.3,1.0
ford, Kuga,2017,16050,Manual,25370,Diesel,60.1,2.0
ford, Fiesta,2013,5490,Manual,45740,Petrol,54.3,1.2
ford, Fiesta,2018,11580,Manual,26950,Petrol,56.5,1.0
ford, Fiesta,2017,10195,Semi-Auto,16285,Petrol,57.7,1.0
ford, B-MAX,2015,7295,Manual,40981,Petrol,55.4,1.0
ford, Fiesta,2018,16495,Manual,7675,Petrol,55.4,1.0
ford, Fiesta,2018,13695,Manual,11172,Petrol,58.9,1.0
ford, Focus,2019,18995,Manual,11994,Petrol,60.1,1.0
ford, Kuga,2019,19995,Manual,17522,Diesel,47.9,2.0
ford, EcoSport,2017,10795,Manual,13383,Petrol,52.3,1.0
ford, Fiesta,2017,8295,Manual,21783,Petrol,54.3,1.2
ford, Focus,2017,11795,Manual,12260,Petrol,60.1,1.0
ford, Fiesta,2019,13995,Manual,24022,Diesel,58.9,1.5
ford, Fiesta,2018,12995,Manual,13510,Diesel,60.1,1.5
ford, Fiesta,2018,13195,Manual,10928,Petrol,58.9,1.0
ford, Kuga,2017,13995,Manual,28978,Diesel,60.1,2.0
ford, Mondeo,2019,24195,Semi-Auto,3606,Diesel,47.1,2.0
ford, Focus,2019,15595,Manual,5257,Petrol,58.9,1.0
ford, EcoSport,2018,14695,Manual,10038,Petrol,52.3,1.0
ford, Fiesta,2014,5960,Manual,53250,Petrol,54.3,1.2
ford, Focus,2019,18975,Manual,6200,Petrol,49.6,1.0
ford, Fiesta,2016,9475,Semi-Auto,20761,Petrol,57.7,1.0
ford, Fiesta,2018,9627,Manual,25940,Petrol,56.5,1.0
ford, Fiesta,2019,12475,Manual,6752,Petrol,55.4,1.1
ford, Ka+,2019,10975,Manual,4500,Petrol,47.9,1.2
ford, Fiesta,2018,13475,Manual,6405,Petrol,61.4,1.0
ford, Puma,2020,22975,Manual,3000,Petrol,50.4,1.0
ford, Fiesta,2018,11450,Manual,19280,Petrol,56.5,1.0
ford, Fiesta,2013,5990,Manual,26793,Petrol,54.3,1.2
ford, Focus,2019,16295,Manual,6065,Petrol,60.1,1.0
ford, Kuga,2016,10995,Manual,28419,Diesel,60.1,2.0
ford, Focus,2015,8695,Manual,39394,Petrol,60.1,1.0
ford, Fiesta,2019,15695,Manual,5903,Petrol,55.4,1.0
ford, EcoSport,2018,13225,Manual,9000,Petrol,54.3,1.0
ford, Fiesta,2019,12000,Manual,12201,Petrol,56.5,1.0
ford, EcoSport,2017,14725,Manual,45126,Diesel,60.1,1.0
ford, Kuga,2017,12735,Manual,41600,Diesel,60.1,2.0
ford, S-MAX,2016,15800,Manual,29246,Diesel,56.5,2.0
ford, Fiesta,2019,14500,Manual,4372,Petrol,56.5,1.0
ford, Kuga,2018,17995,Manual,12660,Diesel,54.3,1.5
ford, Focus,2018,13495,Manual,22279,Petrol,57.7,1.0
ford, EcoSport,2019,15295,Manual,18233,Petrol,53.3,1.0
ford, Fiesta,2018,12795,Manual,8575,Petrol,56.5,1.0
ford, Fiesta,2014,7995,Manual,9873,Petrol,54.3,1.2
ford, Kuga,2017,14995,Manual,40526,Diesel,60.1,2.0
ford, Focus,2017,10895,Manual,21128,Petrol,61.4,1.0
ford, Focus,2020,23995,Manual,6102,Petrol,60.1,1.0
ford, EcoSport,2017,10995,Manual,12266,Petrol,52.3,1.0
ford, Fiesta,2018,12995,Manual,16053,Petrol,49.6,1.0
ford, Focus,2017,10795,Manual,25000,Petrol,61.4,1.0
ford, Focus,2019,15695,Manual,18800,Petrol,58.9,1.0
ford, Focus,2018,11995,Manual,19036,Petrol,60.1,1.0
ford, Focus,2018,14495,Manual,9321,Petrol,57.7,1.0
ford, Focus,2018,11995,Manual,16246,Petrol,61.4,1.0
ford, Fiesta,2014,7695,Manual,29840,Petrol,54.3,1.2
ford, Kuga,2017,14495,Manual,28056,Diesel,60.1,2.0
ford, Focus,2015,6295,Manual,83467,Petrol,61.4,1.0
ford, Focus,2019,17495,Manual,9080,Petrol,49.6,1.0
ford, Fiesta,2019,16495,Manual,13491,Petrol,58.9,1.0
ford, Fiesta,2019,12495,Manual,13576,Petrol,58.9,1.0
ford, Fiesta,2019,15995,Manual,9867,Petrol,58.9,1.0
ford, Focus,2019,16995,Manual,12700,Petrol,58.9,1.0
ford, EcoSport,2019,17495,Manual,13342,Petrol,51.4,1.0
ford, Focus,2018,10195,Manual,32176,Petrol,61.4,1.0
ford, Focus,2018,13195,Manual,13518,Petrol,57.7,1.0
ford, EcoSport,2017,11995,Manual,38307,Petrol,53.3,1.0
ford, Kuga,2017,16295,Manual,26789,Diesel,60.1,2.0
ford, Kuga,2017,13595,Manual,41907,Diesel,60.1,2.0
ford, Kuga,2017,14795,Manual,25570,Diesel,60.1,2.0
ford, Fiesta,2016,7995,Manual,27267,Petrol,54.3,1.2
ford, Fiesta,2014,7995,Manual,69000,Petrol,47.9,1.6
ford, S-MAX,2019,28995,Manual,5029,Diesel,54.3,2.0
ford, Fiesta,2019,14995,Manual,7166,Petrol,56.5,1.0
ford, Ka+,2019,9995,Manual,11891,Petrol,47.9,1.2
ford, EcoSport,2019,16500,Manual,3052,Petrol,51.4,1.0
ford, Kuga,2016,12800,Manual,25617,Diesel,60.1,2.0
ford, Ka+,2017,7500,Manual,14635,Petrol,57.7,1.2
ford, Kuga,2018,15400,Manual,16134,Diesel,60.1,2.0
ford, Fiesta,2017,13200,Manual,7951,Petrol,47.9,1.6
ford, B-MAX,2013,6150,Manual,50000,Petrol,57.7,1.0
ford, Focus,2017,11795,Manual,9616,Petrol,61.4,1.0
ford, Fiesta,2015,8495,Manual,12734,Petrol,54.3,1.2
ford, Focus,2018,13295,Manual,22406,Petrol,57.7,1.0
ford, Focus,2019,15995,Manual,5452,Petrol,58.9,1.0
ford, Focus,2017,11495,Manual,13764,Petrol,60.1,1.0
ford, Focus,2017,10595,Manual,14716,Petrol,61.4,1.0
ford, Fiesta,2018,14195,Manual,8923,Petrol,58.9,1.0
ford, Focus,2019,17495,Manual,7471,Petrol,49.6,1.0
ford, Focus,2019,17495,Manual,6370,Petrol,58.9,1.0
ford, Fiesta,2019,14495,Manual,11363,Petrol,56.5,1.0
ford, Focus,2019,14925,Manual,12987,Petrol,58.9,1.0
ford, Focus,2019,17125,Automatic,1858,Petrol,50.4,1.0
ford, Kuga,2017,14785,Manual,35972,Diesel,60.1,2.0
